STRUCTURE,STRUCTURE_ID,freq,icha_hc,deg_urb,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,NL,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,NO,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,PL,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,PT,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,RO,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,SE,2014,6.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,SI,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,SK,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y15-64,PC,UK,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,AT,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,BE,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,BG,2014,2.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,CY,2014,7.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,CZ,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,DE,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,DK,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,EE,2014,6.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,EL,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,ES,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,EU27_2020,2014,5.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,EU28,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,FI,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,FR,2014,7.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,HR,2014,2.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,HU,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,IE,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,IS,2014,4.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,IT,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,LT,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,LU,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,LV,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,MT,2014,5.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,NL,2014,1.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,NO,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,PL,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,PT,2014,3.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,RO,2014,1.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,SE,2014,2.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,SI,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,SK,2014,1.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-34,PC,UK,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y25-64,PC,EU27_2020,2014,7.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,AT,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,BE,2014,3.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,BG,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,CY,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,CZ,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,DE,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,DK,2014,3.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,EE,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,EL,2014,5.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,ES,2014,5.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,EU27_2020,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,EU28,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,FI,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,FR,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,HR,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,HU,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,IE,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,IS,2014,4.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,IT,2014,4.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,LT,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,LU,2014,5.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,LV,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,MT,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,NL,2014,3.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,NO,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,PL,2014,6.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,PT,2014,3.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,RO,2014,0.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,SE,2014,2.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,SI,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,SK,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y35-44,PC,UK,2014,3.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,AT,2014,11.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,BE,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,BG,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,CY,2014,6.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,CZ,2014,5.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,DE,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,DK,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,EE,2014,7.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,EL,2014,12.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,ES,2014,7.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,EU27_2020,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,EU28,2014,8.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,FI,2014,5.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,FR,2014,6.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,HR,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,HU,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,IE,2014,7.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,IS,2014,4.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,IT,2014,4.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,LT,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,LU,2014,4.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,LV,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,MT,2014,9.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,NL,2014,7.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,NO,2014,10.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,PL,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,PT,2014,5.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,RO,2014,0.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,SE,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,SI,2014,6.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,SK,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-54,PC,UK,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,AT,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,BE,2014,9.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,BG,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,CY,2014,9.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,CZ,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,DE,2014,14.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,DK,2014,7.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,EE,2014,8.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,EL,2014,13.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,ES,2014,9.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,EU27_2020,2014,10.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,EU28,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,FI,2014,6.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,FR,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,HR,2014,17.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,HU,2014,12.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,IE,2014,14.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,IS,2014,5.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,IT,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,LT,2014,15.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,LU,2014,13.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,LV,2014,9.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,MT,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,NL,2014,9.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,NO,2014,10.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,PL,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,PT,2014,7.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,RO,2014,4.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,SE,2014,10.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,SI,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,SK,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y45-64,PC,UK,2014,8.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,AT,2014,19.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,BE,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,BG,2014,14.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,CY,2014,13.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,CZ,2014,10.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,DE,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,DK,2014,9.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,EE,2014,9.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,EL,2014,15.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,ES,2014,11.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,EU27_2020,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,EU28,2014,12.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,FI,2014,6.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,FR,2014,13.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,HR,2014,20.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,HU,2014,14.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,IE,2014,23.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,IS,2014,6.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,IT,2014,8.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,LT,2014,14.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,LU,2014,27.9,u
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,LV,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,MT,2014,14.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,NL,2014,10.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,NO,2014,10.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,PL,2014,18.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,PT,2014,10.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,RO,2014,7.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,SE,2014,11.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,SI,2014,8.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,SK,2014,14.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y55-64,PC,UK,2014,9.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,AT,2014,22.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,BE,2014,21.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,BG,2014,17.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,CY,2014,14.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,CZ,2014,18.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,DE,2014,17.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,DK,2014,10.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,EE,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,EL,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,ES,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,EU27_2020,2014,17.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,EU28,2014,16.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,FI,2014,12.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,FR,2014,24.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,HR,2014,12.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,HU,2014,21.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,IE,2014,33.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,IS,2014,12.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,IT,2014,14.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,LT,2014,15.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,LU,2014,28.0,u
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,LV,2014,19.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,MT,2014,13.6,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,NL,2014,16.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,NO,2014,19.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,PL,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,PT,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,RO,2014,7.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,SE,2014,16.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,SI,2014,16.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,SK,2014,22.9,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,TR,2014,0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y65-74,PC,UK,2014,13.2,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,AT,2014,28.0,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,BE,2014,21.1,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,BG,2014,17.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,CY,2014,17.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,CZ,2014,24.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,DE,2014,23.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,DK,2014,15.5,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,EE,2014,13.8,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,EL,2014,19.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,ES,2014,15.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,EU27_2020,2014,20.3,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,EU28,2014,19.4,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,FI,2014,11.7,
dataflow,ESTAT:HLTH_EHIS_HO1U(1.0),A,IN,DEG1,M,Y_GE65,PC,FR,2014,25.0,
