STRUCTURE,STRUCTURE_ID,freq,unit,hlth_pb,worktime,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,NL,2011,1.736,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,TR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,CH,2011,5.97,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,ES,2011,4.395,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,EU28,2011,60.725,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,IT,2011,4.027,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,NL,2011,4.903,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,TR,2011,12.324,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y25-34,T,UK,2011,16.242,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,CH,2011,7.005,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,ES,2011,4.731,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,EU28,2011,60.812,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,IT,2011,4.522,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,NL,2011,3.847,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,TR,2011,16.316,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,F,UK,2011,16.27,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,CH,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,NL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,TR,2011,3.349,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,CH,2011,7.005,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,ES,2011,4.731,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,EU28,2011,76.412,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,IT,2011,4.652,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,NL,2011,4.556,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,TR,2011,19.665,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y35-44,T,UK,2011,21.459,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,CH,2011,10.71,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,DE,2011,50.644,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,ES,2011,6.561,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,EU28,2011,151.828,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,IT,2011,7.554,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,NL,2011,13.34,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,TR,2011,21.976,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,F,UK,2011,22.394,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,CH,2011,2.442,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,DE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,ES,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,EU28,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,IT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,NL,2011,3.499,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,TR,2011,7.771,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,M,UK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,AT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,BE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,BG,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,CH,2011,13.151,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,CY,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,CZ,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,DE,2011,67.03,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,DK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,EE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,EL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,ES,2011,6.977,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,EU28,2011,187.529,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,FI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,FR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,HR,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,HU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,IE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,IS,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,IT,2011,10.853,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,LT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,LU,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,LV,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,MT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,NL,2011,16.839,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,PL,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,PT,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,RO,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,SE,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,SI,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,SK,2011,,u
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,TR,2011,29.747,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y45-54,T,UK,2011,25.818,
dataflow,ESTAT:HLTH_DLM110(1.0),A,THS,PB1040,H1-9,Y55-64,F,AT,2011,6.068,u
