STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CH,2020,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2010,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2011,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2012,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2013,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2014,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2015,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2016,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2017,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2018,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2019,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CY,2020,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2010,0.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2011,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2012,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2013,1.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2014,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2015,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2016,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2017,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2018,1.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2019,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,CZ,2020,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2011,1.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2012,1.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2013,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2014,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2015,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2016,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2017,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2018,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2019,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DE,2020,0.0,b
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2011,1.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2012,1.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2013,4.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2014,2.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2015,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2016,1.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2017,1.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2018,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2019,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,DK,2020,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2010,0.4,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2011,0.7,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2012,0.6,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2013,0.6,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2014,0.4,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2015,0.7,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2016,0.5,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2017,0.5,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2018,0.5,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2019,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA,2020,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2010,0.6,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2011,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2012,0.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2013,0.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2014,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2015,0.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2016,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2017,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2018,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2019,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA18,2020,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2010,0.8,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2011,1.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2012,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2013,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2014,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2015,0.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2016,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2017,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2018,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2019,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EA19,2020,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2010,9.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2011,7.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2012,4.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2013,6.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2014,4.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2015,4.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2016,5.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2017,4.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2018,2.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2019,2.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EE,2020,1.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2010,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2011,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2012,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2013,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2014,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2015,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2016,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2017,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2018,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2019,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EL,2020,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2010,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2011,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2012,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2013,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2014,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2015,0.0,n
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2016,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2017,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2018,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2019,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,ES,2020,0.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2011,3.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2012,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2013,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2014,2.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2015,2.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2016,2.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2017,2.3,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2018,2.1,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU,2019,1.8,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2011,3.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2012,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2013,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2014,2.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2015,2.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2016,2.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2017,2.3,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2018,2.1,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2007,2019,1.8,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2010,4.4,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2011,3.7,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2012,3.3,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2013,3.3,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2014,2.9,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2015,3.0,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2016,2.6,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2017,2.4,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2018,2.2,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2019,1.9,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU27_2020,2020,2.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2011,3.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2012,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2013,2.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2014,2.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2015,2.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2016,2.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2017,2.3,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2018,2.1,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,EU28,2019,1.8,e
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2010,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2011,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2012,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2013,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2014,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2015,1.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2016,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2017,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2018,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2019,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FI,2020,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2010,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2011,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2012,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2013,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2014,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2015,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2016,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2017,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2018,0.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2019,0.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,FR,2020,0.4,b
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2010,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2011,2.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2012,2.5,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2013,1.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2014,1.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2015,0.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2016,0.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2017,0.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2018,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2019,0.4,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HR,2020,0.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2010,8.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2011,5.3,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2012,5.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2013,6.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2014,6.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2015,4.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2016,4.7,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2017,5.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2018,3.1,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2019,2.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,HU,2020,2.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2010,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2011,3.9,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2012,3.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2013,2.6,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2014,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2015,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2016,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2017,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2018,1.8,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2019,0.2,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IE,2020,0.4,bu
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2010,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2011,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2012,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2013,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2014,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2015,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2016,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2017,0.0,
dataflow,ESTAT:HLTH_DHC090(1.0),A,PC,NONE,Y16-24,F,IS,2018,0.0,
