STRUCTURE,STRUCTURE_ID,freq,unit,lev_limit,acl00,frequenc,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE16,T,UK,2006,13.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,AT,2006,7.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,BE,2006,11.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,BG,2006,1.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,CY,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,CZ,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,DE,2006,17.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,DK,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,EE,2006,4.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,EL,2006,0.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,ES,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,EU27_2007,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,FI,2006,14.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,FR,2006,11.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,HU,2006,7.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,IE,2006,3.6,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,IS,2006,11.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,IT,2006,2.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,LT,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,LU,2006,7.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,LV,2006,6.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,MT,2006,3.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,NL,2006,12.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,NO,2006,8.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,PL,2006,2.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,PT,2006,4.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,SE,2006,15.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,SI,2006,5.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,SK,2006,6.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,TR,2006,1.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,F,UK,2006,11.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,AT,2006,8.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,BE,2006,7.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,BG,2006,0.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,CY,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,CZ,2006,7.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,DE,2006,14.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,DK,2006,10.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,EE,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,EL,2006,1.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,ES,2006,6.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,EU27_2007,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,FI,2006,10.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,FR,2006,10.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,HU,2006,9.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,IE,2006,6.0,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,IS,2006,12.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,IT,2006,4.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,LT,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,LU,2006,11.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,LV,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,MT,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,NL,2006,15.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,NO,2006,12.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,PL,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,PT,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,SE,2006,13.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,SI,2006,7.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,SK,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,TR,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,M,UK,2006,13.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,AT,2006,8.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,BE,2006,9.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,BG,2006,0.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,CY,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,CZ,2006,6.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,DE,2006,15.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,DK,2006,12.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,EE,2006,3.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,EL,2006,0.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,ES,2006,6.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,EU27_2007,2006,9.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,FI,2006,12.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,FR,2006,11.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,HU,2006,8.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,IE,2006,4.7,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,IS,2006,12.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,IT,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,LT,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,LU,2006,9.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,LV,2006,5.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,MT,2006,3.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,NL,2006,13.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,NO,2006,10.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,PL,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,PT,2006,3.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,SE,2006,14.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,SI,2006,6.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,SK,2006,6.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,TR,2006,1.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,4-6,Y_GE65,T,UK,2006,12.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,AT,2006,7.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,BE,2006,5.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,BG,2006,2.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,CY,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,CZ,2006,3.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,DE,2006,3.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,DK,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,EE,2006,3.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,EL,2006,0.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,ES,2006,4.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,EU27_2007,2006,3.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,FI,2006,6.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,FR,2006,4.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,HU,2006,13.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,IE,2006,3.0,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,IS,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,IT,2006,2.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,LT,2006,2.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,LU,2006,7.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,LV,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,MT,2006,1.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,NL,2006,4.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,NO,2006,7.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,PL,2006,2.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,PT,2006,2.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,SE,2006,6.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,SI,2006,1.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,SK,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,TR,2006,1.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,F,UK,2006,4.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,AT,2006,5.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,BE,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,BG,2006,0.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,CY,2006,0.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,CZ,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,DE,2006,2.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,DK,2006,4.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,EE,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,EL,2006,0.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,ES,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,EU27_2007,2006,2.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,FI,2006,5.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,FR,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,HU,2006,9.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,IE,2006,1.7,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,IS,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,IT,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,LT,2006,1.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,LU,2006,4.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,LV,2006,2.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,MT,2006,1.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,NL,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,NO,2006,7.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,PL,2006,1.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,PT,2006,3.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,SE,2006,5.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,SI,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,SK,2006,3.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,TR,2006,2.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,M,UK,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,AT,2006,6.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,BE,2006,3.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,BG,2006,1.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,CY,2006,1.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,CZ,2006,2.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,DE,2006,3.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,DK,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,EE,2006,2.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,EL,2006,0.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,ES,2006,4.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,EU27_2007,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,FI,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,FR,2006,3.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,HU,2006,11.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,IE,2006,2.3,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,IS,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,IT,2006,2.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,LT,2006,2.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,LU,2006,6.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,LV,2006,3.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,MT,2006,1.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,NL,2006,4.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,NO,2006,7.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,PL,2006,1.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,PT,2006,2.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,SE,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,SI,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,SK,2006,3.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,TR,2006,1.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-24,T,UK,2006,4.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,AT,2006,8.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,BE,2006,4.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,BG,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,CY,2006,1.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,CZ,2006,3.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,DE,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,DK,2006,3.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,EE,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,EL,2006,0.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,ES,2006,5.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,EU27_2007,2006,4.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,FI,2006,8.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,FR,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,HU,2006,10.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,IE,2006,3.1,u
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,IS,2006,3.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,IT,2006,2.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,LT,2006,2.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,LU,2006,6.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,LV,2006,3.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,MT,2006,1.1,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,NL,2006,5.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,NO,2006,6.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,PL,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,PT,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,SE,2006,6.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,SI,2006,2.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,SK,2006,3.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,TR,2006,1.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,F,UK,2006,5.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,AT,2006,6.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,BE,2006,2.4,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,BG,2006,0.8,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,CY,2006,1.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,CZ,2006,3.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,DE,2006,2.7,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,DK,2006,5.9,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,EE,2006,2.0,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,EL,2006,0.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,ES,2006,4.3,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,EU27_2007,2006,3.2,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,FI,2006,6.6,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,FR,2006,2.5,
dataflow,ESTAT:HLTH_DS010(1.0),A,PC,NONE,AC523H,7-12,Y16-29,M,HU,2006,8.6,
